#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Tue Oct 31 22:31:13 EDT 2017,6,6,Assignment4Suite,EmptyTest0+ SizeTest0+ , ,ContainsTest0- ContainsTest1- ContainsTest2- EmptyTest1- EmptyTest2- FindMinMaxTest0- FindMinMaxTest1- FindMinMaxTest2- HeightTest- InsertAfterRemoveTest0- InsertAfterRemoveTest1- InsertAfterRemoveTest2- InsertTest0- InsertTest1- InsertTest2- InsertTest3- InsertTest4- InsertTest5- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4- RemoveTest5- RemoveTest6- RemoveTest7- SizeTest1- SizeTest2- SizeTest3- , ,
1,Tue Oct 31 22:31:50 EDT 2017,22,16,Assignment4Suite,ContainsTest2+ EmptyTest0 FindMinMaxTest0+ FindMinMaxTest2+ SizeTest0 SizeTest1+ SizeTest3+ , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
2,Tue Oct 31 22:33:14 EDT 2017,22,0,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
3,Tue Oct 31 22:33:48 EDT 2017,22,0,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
4,Tue Oct 31 22:35:36 EDT 2017,0,-22,Assignment4Suite, , ,ContainsTest0 ContainsTest1 ContainsTest2- EmptyTest0- EmptyTest1 EmptyTest2 FindMinMaxTest0- FindMinMaxTest1 FindMinMaxTest2- HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0- SizeTest1- SizeTest2 SizeTest3- , ,
5,Tue Oct 31 22:36:06 EDT 2017,22,22,Assignment4Suite,ContainsTest2+ EmptyTest0+ FindMinMaxTest0+ FindMinMaxTest2+ SizeTest0+ SizeTest1+ SizeTest3+ , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
6,Tue Oct 31 22:41:40 EDT 2017,22,0,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
7,Tue Oct 31 22:42:15 EDT 2017,22,0,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
8,Tue Oct 31 22:49:57 EDT 2017,22,0,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
9,Tue Oct 31 23:25:39 EDT 2017,19,-3,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1- SizeTest2 , ,
10,Tue Oct 31 23:27:39 EDT 2017,0,-19,Assignment4Suite, , ,ContainsTest0 ContainsTest1 ContainsTest2- EmptyTest0- EmptyTest1 EmptyTest2 FindMinMaxTest0- FindMinMaxTest1 FindMinMaxTest2- HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0- SizeTest1 SizeTest2 SizeTest3- , ,
11,Tue Oct 31 23:27:59 EDT 2017,25,25,Assignment4Suite,ContainsTest2+ EmptyTest0+ EmptyTest2+ FindMinMaxTest0+ FindMinMaxTest2+ SizeTest0+ SizeTest2+ SizeTest3+ , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 , ,
12,Tue Oct 31 23:34:15 EDT 2017,25,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 , ,
13,Tue Oct 31 23:46:08 EDT 2017,25,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 , ,
14,Tue Oct 31 23:47:02 EDT 2017,22,-3,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 InsertAfterRemoveTest0+ SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2- FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2- , ,
15,Tue Oct 31 23:47:19 EDT 2017,25,3,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest2+ FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest2+ SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0- InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 , ,
16,Tue Oct 31 23:53:27 EDT 2017,38,13,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1+ HeightTest+ InsertTest0+ RemoveTest0+ RemoveTest1+ SizeTest0 SizeTest1+ SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest2- InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2- , ,
17,Tue Oct 31 23:58:50 EDT 2017,38,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertTest0 RemoveTest0 RemoveTest1 SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
18,Wed Nov 01 10:58:27 EDT 2017,6,-32,Assignment4Suite,EmptyTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 ContainsTest2- EmptyTest1 EmptyTest2- FindMinMaxTest0- FindMinMaxTest1- FindMinMaxTest2 HeightTest- InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0- InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0- RemoveTest1- RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1- SizeTest2 SizeTest3- , ,
19,Wed Nov 01 13:43:17 EDT 2017,6,0,Assignment4Suite,EmptyTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 SizeTest3 , ,
20,Wed Nov 01 13:56:51 EDT 2017,6,0,Assignment4Suite,EmptyTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 SizeTest3 , ,
